"Held from April 26, 1907 to December 1, 1907, attendees included US President Theodore Roosevelt, Kaiser Wilhelm II of Germany, the Prince of Sweden, Mark Twain, Henry H. Rogers, and dozens of other dignitaries and famous persons.",Who were the attendees?,
A major naval review featuring the United States' Great White Fleet was a key feature.,A major naval review featuring what was a key feature?,
"U.S. Military officials and leaders were impressed by the location, and the Exposition site later formed the first portion of the large U.S. Naval Station Norfolk in 1918 during World War I.","U.S. Military officials and leaders were impressed by the location, and the Exposition site later formed the first portion of the large U.S. Naval Station Norfolk in 1918 when?",
"With America's increased access to automobiles, and with improved roads and transportation, it was feasible for the 350th anniversary celebration to be held at Jamestown itself in 1957.","With America's increased access to automobiles, and with improved roads and transportation, it was feasible for the 350th anniversary celebration to be held where?",
"Although erosion had cut off the land bridge between Jamestown Island and the mainland, the isthmus was restored and new access provided by the completion of the National Park Service's Colonial Parkway which led to Williamsburg and Yorktown, the other two portions of Colonial Virginia's Historic Triangle.","Although erosion had cut off the land bridge between Jamestown Island and the mainland, the isthmus was restored and new access provided by the completion of what?",
There were also improvements of state highways.,There were also improvements of what?,
The north landing for the popular Jamestown Ferry and a portion of State Route 31 were relocated.,What locations were relocated?,
Jamestown Festival Park was established by the Commonwealth of Virginia adjacent to the entrance to Jamestown Island.,Jamestown Festival Park was established by the Commonwealth of Virginia adjacent to the entrance to where?,
"Full-sized replicas of the three ships that brought the colonists, Susan Constant, Godspeed, and Discovery were constructed at a shipyard in Portsmouth, Virginia and placed on display at a new dock at Jamestown, where the largest, Susan Constant, could be boarded by visitors.","Full-sized replicas of the three ships that brought the colonists, Susan Constant, Godspeed, and Discovery were constructed at a shipyard in Portsmouth, Virginia and placed on display at a new dock at Jamestown, where what replica could be boarded by visitors?",
"On Jamestown Island, the reconstructed Jamestown Glasshouse, the Memorial Cross and the visitors center were completed and dedicated.","On Jamestown Island, what sites were completed and dedicated?",
A loop road was built around the island.,What was built around the island?,
"Special events included army and navy reviews, air force fly-overs, ship and aircraft christenings and even an outdoor drama at Cape Henry, site of the first landing of the settlers.","Special events included army and navy reviews, air force fly-overs, ship and aircraft christenings and even what?",
"This celebration continued from April 1 to November 30 with over a million participants, including dignitaries and politicians such as the British Ambassador and U.S. Vice President Richard Nixon.","This celebration continued from April 1 to November 30 with over a million participants, including dignitaries and politicians such as the British Ambassador and who else?",
"The highlight for many of the nearly 25,000 at the Festival Park on October 16, 1957 was the visit and speech of Queen Elizabeth II of the United Kingdom and her consort, Prince Philip.","The highlight for many of the nearly 25,000 at the Festival Park on October 16, 1957 was the visit and speech of who?",
Queen Elizabeth II loaned a copy of the Magna Carta for the exhibition.,Queen Elizabeth II loaned a copy of what for the exhibition?,
It was her first visit to the United States since assuming the throne.,It was her first visit to the United States since when?,
The 1957 Jamestown Festival was so successful that tourists still kept coming long after the official event was completed.,The 1957 Jamestown Festival was so successful that tourists still kept coming long after when?,
"Jamestown became a permanent attraction of the Historic Triangle, and has been visited by families, school groups, tours, and thousands of other people continuously ever since.",Jamestown became a permanent attraction of what?,
"Early in the 21st century, new accommodations, transportation facilities and attractions were planned in preparation for the quadricentennial of the founding of Jamestown.","Early in the 21st century, what was planned in preparation for the quadricentennial of the founding of Jamestown?",
Numerous events were promoted under the banner of America's 400th Anniversary and promoted by the Jamestown 2007 Commission.,Numerous events were promoted under the banner of what?,
"The commemoration included 18 months of statewide, national and international festivities and events, which began in April 2006 with a tour of the new replica Godspeed.","The commemoration included 18 months of statewide, national and international festivities and events, which began when?",
"In January 2007, the Virginia General Assembly held a session at Jamestown.","In January 2007, what happened?",
"On May 4, 2007, Queen Elizabeth II of the United Kingdom and Prince Philip attended a ceremony commemorating the 400th anniversary of the settlement's arrivals, reprising the honor they paid in 1957.",When did Queen Elizabeth II of the United Kingdom and Prince Philip attend a ceremony commemorating the 400th anniversary of the settlement's arrivals?,
"In addition to the Virginia State Quarter, Jamestown was also the subject of two United States commemorative coins celebrating the 400th anniversary of its settlement.","In addition to the Virginia State Quarter, Jamestown was also the subject of two United States commemorative coins celebrating what?",
A silver dollar and a gold five dollar coin were issued in 2007.,What coins were issued in 2007?,
"In 2019 Jamestown, in cooperation with Williamsburg, will hold a commemoration that marks the 400th anniversary of three landmark events in American history: the first meeting of the Virginia House of Burgesses, the arrival of the first Africans to English North America, and the first Thanksgiving.[70]","In 2019 Jamestown, in cooperation with Williamsburg, will hold a commemoration that marks the 400th anniversary of what three landmark events in American history?",
"The Boston Tea Party was a political and mercantile protest by the Sons of Liberty in Boston, Massachusetts, on December 16, 1773.",What was the Boston Tea Party? ,
"The target was the Tea Act of May 10, 1773, which allowed the British East India company to sell tea from China in American colonies without paying taxes apart from those imposed by the Townshend Acts, thus undercutting local tea merchants.",What was the target?,
"Demonstrators, some disguised as Native Americans, destroyed an entire shipment of tea sent by the East India Company.","Demonstrators, some disguised as Native Americans, destroyed an entire shipment of tea sent by what company?",
They boarded the ships and threw the chests of tea into Boston Harbor.,They boarded the ships and threw the chests of tea where?,
The British government responded harshly and the episode escalated into the American Revolution.,The British government responded harshly and the episode escalated into what?,
"The Tea Party became an iconic event of American history, and since then other political protests such as the Tea Party movement have referred to themselves as historical successors to the Boston protest of 1773.",Who has referred to themselves as historical successors to the Boston protest of 1773?,
"The Tea Party was the culmination of a resistance movement throughout British America against the Tea Act, which had been passed by the British Parliament in 1773.","The Tea Party was the culmination of a resistance movement throughout British America against the Tea Act, which had been passed by the British Parliament when?",
"Colonists objected to the Tea Act because they believed that it violated their rights as Englishmen to ""no taxation without representation"", that is, to be taxed only by their own elected representatives and not by a British parliament in which they were not represented.",Colonists objected to the Tea Act because they believed that it violated their rights as Englishmen to what?,
"In addition, the well-connected East India Company had been granted competitive advantages over colonial tea importers, who resented the move and feared additional infringement on their business.","In addition, the well-connected East India Company had been granted competitive advantages over who?",
"Protesters had successfully prevented the unloading of tea in three other colonies, but in Boston, embattled Royal Governor Thomas Hutchinson refused to allow the tea to be returned to Britain.","Protesters had successfully prevented the unloading of tea in three other colonies, but in Boston, who refused to allow the tea to be returned to Britain?",
The Boston Tea Party was a significant event in the growth of the American Revolution.,The Boston Tea Party was a significant event in the growth of what?,
"Parliament responded in 1774 with the Coercive Acts, or Intolerable Acts, which, among other provisions, ended local self-government in Massachusetts and closed Boston's commerce.",Parliament responded in 1774 with what acts?,
"Colonists up and down the Thirteen Colonies in turn responded to the Coercive Acts with additional acts of protest, and by convening the First Continental Congress, which petitioned the British monarch for repeal of the acts and coordinated colonial resistance to them.","Colonists up and down the Thirteen Colonies in turn responded to the Coercive Acts with additional acts of protest, and by convening what?",
"The crisis escalated, and the American Revolutionary War began near Boston in 1775.","The crisis escalated, and the American Revolutionary War began when?",
"The Boston Tea Party arose from two issues confronting the British Empire in 1765: the financial problems of the British East India Company; and an ongoing dispute about the extent of Parliament's authority, if any, over the British American colonies without seating any elected representation.",The Boston Tea Party arose from two issues confronting the British Empire in 1765: the financial problems of the British East India Company; and what else?,
The North Ministry's attempt to resolve these issues produced a showdown that would eventually result in revolution.,Whose attempt to resolve these issues produced a showdown that would eventually result in revolution?,
"As Europeans developed a taste for tea in the 17th century, rival companies were formed to import the product from China.","As Europeans developed a taste for tea in the 17th century, rival companies were formed to import the product from where?",
"In England, Parliament gave the East India Company a monopoly on the importation of tea in 1698.","In England, Parliament gave the East India Company a monopoly on the importation of tea when?",
"When tea became popular in the British colonies, Parliament sought to eliminate foreign competition by passing an act in 1721 that required colonists to import their tea only from Great Britain.","When tea became popular in the British colonies, Parliament sought to eliminate foreign competition by passing an act in 1721 that required colonists to do what?",
"The East India Company did not export tea to the colonies; by law, the company was required to sell its tea wholesale at auctions in England.","The East India Company did not export tea to the colonies; by law, the company was required to sell its tea where in England?",
"British firms bought this tea and exported it to the colonies, where they resold it to merchants in Boston, New York, Philadelphia, and Charleston.","British firms bought this tea and exported it to the colonies, where they resold it to who?",
"Until 1767, the East India Company paid an ad valorem tax of about 25% on tea that it imported into Great Britain.","Until 1767, the East India Company paid an ad valorem tax of about how much on tea that it imported into Great Britain?",
Parliament laid additional taxes on tea sold for consumption in Britain.,Parliament laid additional taxes on tea sold for consumption where?,
"These high taxes, combined with the fact that tea imported into the Dutch Republic was not taxed by the Dutch government, meant that Britons and British Americans could buy smuggled Dutch tea at much cheaper prices.","These high taxes, combined with the fact that tea imported into the Dutch Republic was not taxed by the Dutch government, meant that Britons and British Americans could do what?",
"The biggest market for illicit tea was England—by the 1760s the East India Company was losing £400,000 per year to smugglers in Great Britain—but Dutch tea was also smuggled into British America in significant quantities.",The biggest market for illicit tea was England—by the 1760s the East India Company was losing how much per year to smugglers in Great Britain?,
"In 1767, to help the East India Company compete with smuggled Dutch tea, Parliament passed the Indemnity Act, which lowered the tax on tea consumed in Great Britain, and gave the East India Company a refund of the 25% duty on tea that was re-exported to the colonies.","In 1767, to help the East India Company compete with smuggled Dutch tea, Parliament passed the Indemnity Act, which did what?",
"To help offset this loss of government revenue, Parliament also passed the Townshend Revenue Act of 1767, which levied new taxes, including one on tea, in the colonies.","To help offset this loss of government revenue, Parliament also passed the Townshend Revenue Act of 1767, which levied new taxes where?",
"Instead of solving the smuggling problem, however, the Townshend duties renewed a controversy about Parliament's right to tax the colonies.","Instead of solving the smuggling problem, however, the Townshend duties renewed what controversy?",
"Controversy between Great Britain and the colonies arose in the 1760s when Parliament sought, for the first time, to impose a direct tax on the colonies for the purpose of raising revenue.","Controversy between Great Britain and the colonies arose in the 1760s when Parliament sought, for the first time, to impose a direct tax on the colonies for what purpose?",
"Some colonists, known in the colonies as Whigs, objected to the new tax program, arguing that it was a violation of the British Constitution.","Some colonists, known in the colonies as Whigs, objected to the new tax program, arguing that it was a violation of what?",
"Britons and British Americans agreed that, according to the constitution, British subjects could not be taxed without the consent of their elected representatives.","Britons and British Americans agreed that, according to the constitution, British subjects could not be taxed without the consent of who?",
"In Great Britain, this meant that taxes could only be levied by Parliament.","In Great Britain, this meant that taxes could only be levied by who?",
"Colonists, however, did not elect members of Parliament, and so American Whigs argued that the colonies could not be taxed by that body.","Colonists, however, did not elect members of Parliament, and so American Whigs argued what?",
"According to Whigs, colonists could only be taxed by their own colonial assemblies.","According to Whigs, colonists could only be taxed by who?",
"Colonial protests resulted in the repeal of the Stamp Act in 1766, but in the 1766 Declaratory Act, Parliament continued to insist that it had the right to legislate for the colonies ""in all cases whatsoever"".","Colonial protests resulted in the repeal of the Stamp Act in 1766, but in the 1766 Declaratory Act, Parliament continued to insist that it had the right to legislate for the colonies when?",
"When new taxes were levied in the Townshend Revenue Act of 1767, Whig colonists again responded with protests and boycotts.","When new taxes were levied in the Townshend Revenue Act of 1767, Whig colonists again responded with what?",
"Merchants organized a non-importation agreement, and many colonists pledged to abstain from drinking British tea, with activists in New England promoting alternatives, such as domestic Labrador tea.","Merchants organized a non-importation agreement, and many colonists pledged to abstain from drinking British tea, with activists in New England promoting alternatives, such as what?",
"Smuggling continued apace, especially in New York and Philadelphia, where tea smuggling had always been more extensive than in Boston.","Smuggling continued apace, especially where?",
"Dutied British tea continued to be imported into Boston, however, especially by Richard Clarke and the sons of Massachusetts Governor Thomas Hutchinson, until pressure from Massachusetts Whigs compelled them to abide by the non-importation agreement.","Dutied British tea continued to be imported into Boston, however, especially by Richard Clarke and the sons of Massachusetts Governor Thomas Hutchinson, until pressure from who compelled them to abide by the non-importation agreement?",
"Parliament finally responded to the protests by repealing the Townshend taxes in 1770, except for the tea duty, which Prime Minister Lord North kept to assert ""the right of taxing the Americans"".","Parliament finally responded to the protests by repealing the Townshend taxes in 1770, except what?",
This partial repeal of the taxes was enough to bring an end to the non-importation movement by October 1770.,This partial repeal of the taxes was enough to bring an end to the non-importation movement by when?,
"From 1771 to 1773, British tea was once again imported into the colonies in significant amounts, with merchants paying the Townshend duty of three pence per pound.","From 1771 to 1773, British tea was once again imported into the colonies in significant amounts, with merchants paying the Townshend duty of what?",
Boston was the largest colonial importer of legal tea; smugglers still dominated the market in New York and Philadelphia.,Boston was the largest colonial importer of legal tea; smugglers still dominated the market where?,
"The Indemnity Act of 1767, which gave the East India Company a refund of the duty on tea that was re-exported to the colonies, expired in 1772.","The Indemnity Act of 1767, which gave the East India Company a refund of the duty on tea that was re-exported to the colonies, expired when?",
"Parliament passed a new act in 1772 that reduced this refund, effectively leaving a 10% duty on tea imported into Britain.","Parliament passed a new act in 1772 that reduced this refund, effectively leaving a 10% duty on what?",
"The act also restored the tea taxes within Britain that had been repealed in 1767, and left in place the three pence Townshend duty in the colonies.","The act also restored the tea taxes within Britain that had been repealed in 1767, and left in place the three pence Townshend duty where?",
"With this new tax burden driving up the price of British tea, sales plummeted.","With this new tax burden driving up the price of British tea, what happened?",
"The company continued to import tea into Great Britain, however, amassing a huge surplus of product that no one would buy.","The company continued to import tea into Great Britain, however, amassing what?",
"For these and other reasons, by late 1772 the East India Company, one of Britain's most important commercial institutions, was in a serious financial crisis.","By when was the East India Company, one of Britain's most important commercial institutions, in a serious financial crisis?",
The severe famine in Bengal from 1769 to 1773 had drastically reduced the revenue of the East India Company from India bringing the Company to the verge of bankruptcy and the Tea Act of 1773 was enacted to help the East India Company.,What was enacted to help the East India Company?,
Eliminating some of the taxes was one obvious solution to the crisis.,One obvious solution to the crisis was eliminating what?,
"The East India Company initially sought to have the Townshend duty repealed, but the North ministry was unwilling because such an action might be interpreted as a retreat from Parliament's position that it had the right to tax the colonies.","The East India Company initially sought to have the Townshend duty repealed, but the North ministry was unwilling because such an action might be interpreted as a retreat from Parliament's position that it had the right to do what?",
"More importantly, the tax collected from the Townshend duty was used to pay the salaries of some colonial governors and judges.","More importantly, the tax collected from the Townshend duty was used to pay the salaries of who?",
"This was in fact the purpose of the Townshend tax: previously these officials had been paid by the colonial assemblies, but Parliament now paid their salaries to keep them dependent on the British government rather than allowing them to be accountable to the colonists.","This was in fact the purpose of the Townshend tax: previously these officials had been paid by the colonial assemblies, but Parliament now paid their salaries to do what?",
Another possible solution for reducing the growing mound of tea in the East India Company warehouses was to sell it cheaply in Europe.,Another possible solution for reducing the growing mound of tea in the East India Company warehouses was to sell it cheaply where?,
"This possibility was investigated, but it was determined that the tea would simply be smuggled back into Great Britain, where it would undersell the taxed product.","This possibility was investigated, but it was determined that the tea would simply be smuggled back where?",
"The best market for the East India Company's surplus tea, so it seemed, was the American colonies, if a way could be found to make it cheaper than the smuggled Dutch tea.","The best market for the East India Company's surplus tea, so it seemed, was the American colonies, if a way could be found to do what?",
"The North ministry's solution was the Tea Act, which received the assent of King George on May 10, 1773.","The North ministry's solution was the Tea Act, which received the assent of King George when?",
"This act restored the East India Company's full refund on the duty for importing tea into Britain, and also permitted the company, for the first time, to export tea to the colonies on its own account.","This act restored the East India Company's full refund on the duty for importing tea into Britain, and also permitted the company, for the first time, to do what?",
This would allow the company to reduce costs by eliminating the middlemen who bought the tea at wholesale auctions in London.,This would allow the company to reduce costs by eliminating who?,
"Instead of selling to middlemen, the company now appointed colonial merchants to receive the tea on consignment; the consignees would in turn sell the tea for a commission.","Instead of selling to middlemen, the company now appointed what people to receive the tea on consignment?",
"In July 1773, tea consignees were selected in New York, Philadelphia, Boston, and Charleston.","In July 1773, tea consignees were selected where?",
"The Tea Act in 1773 authorized the shipment of 5,000 chests of tea (250 tons) to the American colonies.",The Tea Act in 1773 authorized the shipment of how many chests of tea to the American colonies?,
"There would be a tax of £1,750 to be paid by the importers when the cargo landed.","There would be a tax of £1,750 to be paid by who?",
The act granted the EIC a monopoly on the sale of tea that be cheaper than smuggled tea; its hidden purpose was to force the colonists to pay a tax of 3 pennies on every pound of tea.,The act granted the EIC a monopoly on the sale of tea that be cheaper than smuggled tea; its hidden purpose was what?,
The Tea Act thus retained the three pence Townshend duty on tea imported to the colonies.,The Tea Act thus retained the three pence Townshend duty on tea imported where?,
"Some members of Parliament wanted to eliminate this tax, arguing that there was no reason to provoke another colonial controversy.","Some members of Parliament wanted to eliminate this tax, arguing what?",
"Former Chancellor of the Exchequer William Dowdeswell, for example, warned Lord North that the Americans would not accept the tea if the Townshend duty remained.","Former Chancellor of the Exchequer William Dowdeswell, for example, warned Lord North that the Americans would not accept the tea if what remained?",
"But North did not want to give up the revenue from the Townshend tax, primarily because it was used to pay the salaries of colonial officials; maintaining the right of taxing the Americans was a secondary concern.","But North did not want to give up the revenue from the Townshend tax, primarily because it was used to do what?",
"Even with the Townshend duty in effect, the Tea Act would allow the East India Company to sell tea more cheaply than before, undercutting the prices offered by smugglers, but also undercutting colonial tea importers, who paid the tax and received no refund.","Even with the Townshend duty in effect, the Tea Act would allow the East India Company to do what?",
"In 1772, legally imported Bohea, the most common variety of tea, sold for about 3 shillings (3s) per pound.","In 1772, legally imported Bohea, the most common variety of tea, sold for how much per pound?",
"After the Tea Act, colonial consignees would be able to sell it for 2 shillings per pound (2s), just under the smugglers' price of 2 shillings and 1 penny (2s 1d).","After the Tea Act, colonial consignees would be able to sell it for 2 shillings per pound (2s), just under the smugglers' price of what?",
"Realizing that the payment of the Townshend duty was politically sensitive, the company hoped to conceal the tax by making arrangements to have it paid either in London once the tea was landed in the colonies, or have the consignees quietly pay the duties after the tea was sold.","Realizing that the payment of the Townshend duty was politically sensitive, the company hoped to conceal the tax by making arrangements to have it paid either in London once the tea was landed in the colonies, or have the consignees quietly pay their duties when?",
This effort to hide the tax from the colonists was unsuccessful.,What was the result of this effort to hide the tax from the colonists?,
"In September and October 1773, seven ships carrying East India Company tea were sent to the colonies: four were bound for Boston, and one each for New York, Philadelphia, and Charleston.","In September and October 1773, seven ships carrying East India Company tea were sent to the colonies: four were bound where?",
"In the ships were more than 2,000 chests containing nearly 600,000 pounds of tea.","In the ships were more than 2,000 chests containing how much tea?",
"Americans learned the details of the Tea Act while the ships were en route, and opposition began to mount.",Americans learned the details of the Tea Act while the ships were en route; what happened?,
"Whigs, sometimes calling themselves Sons of Liberty, began a campaign to raise awareness and to convince or compel the consignees to resign, in the same way that stamp distributors had been forced to resign in the 1765 Stamp Act crisis.","Whigs, sometimes calling themselves Sons of Liberty, began a campaign to do what?",
The protest movement that culminated with the Boston Tea Party was not a dispute about high taxes.,The protest movement that culminated with what was not a dispute about high taxes?,
The price of legally imported tea was actually reduced by the Tea Act of 1773.,The price of legally imported tea was actually reduced by what?,
Protesters were instead concerned with a variety of other issues.,Who was instead concerned with a variety of other issues?,
"The familiar ""no taxation without representation"" argument, along with the question of the extent of Parliament's authority in the colonies, remained prominent.","The familiar ""no taxation without representation"" argument, along with what question, remained prominent?",
"Samuel Adams considered the British tea monopoly to be ""equal to a tax"" and to raise the same representation issue whether or not a tax was applied to it.",Samuel Adams considered the British tea monopoly to be what?,
Some regarded the purpose of the tax program—to make leading officials independent of colonial influence—as a dangerous infringement of colonial rights.,Some regarded the purpose of what as a dangerous infringement of colonial rights?,
"This was especially true in Massachusetts, the only colony where the Townshend program had been fully implemented.",This was especially true where?,
"Colonial merchants, some of them smugglers, played a significant role in the protests.",Who played a significant role in the protests?,
"Because the Tea Act made legally imported tea cheaper, it threatened to put smugglers of Dutch tea out of business.","Because the Tea Act made legally imported tea cheaper, it threatened to put what group out of business?",
Legitimate tea importers who had not been named as consignees by the East India Company were also threatened with financial ruin by the Tea Act.,Who was threatened with financial ruin by the Tea Act?,
"Another major concern for merchants was that the Tea Act gave the East India Company a monopoly on the tea trade, and it was feared that this government-created monopoly might be extended in the future to include other goods.","Another major concern for merchants was that the Tea Act gave the East India Company a monopoly on the tea trade, and it was feared that this government-created monopoly might be extended in the future to include what?",
"South of Boston, protesters successfully compelled the tea consignees to resign.","South of Boston, protesters successfully compelled the tea consignees to do what?",
"In Charleston, the consignees had been forced to resign by early December, and the unclaimed tea was seized by customs officials.","In Charleston, the consignees had been forced to resign by early December, and the unclaimed tea was seized by who?",
There were mass protest meetings in Philadelphia.,Where were there mass protest meetings?,
"Benjamin Rush urged his fellow countrymen to oppose the landing of the tea, because the cargo contained ""the seeds of slavery"".","Benjamin Rush urged his fellow countrymen to oppose the landing of the tea, because the cargo contained what?",
"By early December, the Philadelphia consignees had resigned and the tea ship returned to England with its cargo following a confrontation with the ship's captain.","By early December, the Philadelphia consignees had resigned and the tea ship returned to England with its cargo following what event?",
"The tea ship bound for New York City was delayed by bad weather; by the time it arrived, the consignees had resigned, and the ship returned to England with the tea.",The tea ship bound for New York City was delayed by what?,
"In every colony except Massachusetts, protesters were able to force the tea consignees to resign or to return the tea to England.", Protesters were able to force the tea consignees to resign or to return the tea to England in every colony except where?,
"In Boston, however, Governor Hutchinson was determined to hold his ground.","In Boston, however, who was determined to hold his ground?",
"He convinced the tea consignees, two of whom were his sons, not to back down.","He convinced the tea consignees, two of whom were his sons, not to do what?",
"When the tea ship Dartmouth,[a] arrived in the Boston Harbor in late November, Whig leader Samuel Adams called for a mass meeting to be held at Faneuil Hall on November 29, 1773.","When the tea ship Dartmouth,[a] arrived in the Boston Harbor in late November, who called for a mass meeting to be held at Faneuil Hall?",
"Thousands of people arrived, so many that the meeting was moved to the larger Old South Meeting House.","Thousands of people arrived, so many that the meeting was moved where?",
British law required Dartmouth to unload and pay the duties within twenty days or customs officials could confiscate the cargo (i.e. unload it onto American soil).,British law required Dartmouth to unload and pay the duties within twenty days or customs officials could do what?,
"The mass meeting passed a resolution, introduced by Adams and based on a similar set of resolutions promulgated earlier in Philadelphia, urging the captain of Dartmouth to send the ship back without paying the import duty.","The mass meeting passed a resolution, introduced by Adams and based on a similar set of resolutions promulgated earlier in Philadelphia, urging who to send the ship back without paying the import duty?",
"Meanwhile, the meeting assigned twenty-five men to watch the ship and prevent the tea – including a number of chests from Davison, Newman and Co. of London – from being unloaded.","Meanwhile, the meeting assigned how many men to watch the ship and prevent the tea?",
Governor Hutchinson refused to grant permission for Dartmouth to leave without paying the duty.,Governor Hutchinson refused to grant permission for Dartmouth to leave without paying what?,
"Two more tea ships, Eleanor and Beaver, arrived in Boston Harbor (there was another tea ship headed for Boston, William, but it encountered a storm and put aground at Cape Cod – where the tea cargo was successfully landed – before it could reach its destination).","Two more tea ships, Eleanor and Beaver, arrived in Boston Harbor (there was another tea ship headed for Boston, William, but it encountered a storm and was put aground where?",
"On December 16 – the last day of Dartmouth's deadline – roughly 5,000 to 7,000 people out of a population of roughly 16,000 had gathered around the Old South Meeting House.","On December 16 – the last day of Dartmouth's deadline – who out of a population of roughly 16,000 had gathered around the Old South Meeting House?",
"After receiving a report that Governor Hutchinson had again refused to let the ships leave, Adams announced that ""This meeting can do nothing further to save the country.""","When did Adams announce that ""This meeting can do nothing further to save the country""?",
"According to a popular story, Adams's statement was a prearranged signal for the ""tea party"" to begin.","According to a popular story, Adams's statement was a prearranged signal for what to begin?",
"However, this claim did not appear in print until nearly a century after the event, in a biography of Adams written by his great-grandson, who apparently misinterpreted the evidence.","However, this claim did not appear in print until nearly a century after the event, in a biography of Adams written by whom?",
"According to eyewitness accounts, people did not leave the meeting until ten or fifteen minutes after Adams's alleged ""signal"", and Adams in fact tried to stop people from leaving because the meeting was not yet over.","According to eyewitness accounts, people did not leave the meeting until when?",
"While Samuel Adams tried to reassert control of the meeting, people poured out of the Old South Meeting House to prepare to take action.","While Samuel Adams tried to reassert control of the meeting, what happened?",
"In some cases, this involved donning what may have been elaborately prepared Mohawk costumes.","In some cases, this involved donning what?",
"While disguising their individual faces was imperative, because of the illegality of their protest, dressing as Mohawk warriors was a specific and symbolic choice.","While disguising their individual faces was imperative, because of the illegality of their protest, dressing as Mohawk warriors was a specific and symbolic choice.",
"It showed that the Sons of Liberty identified with America, over their official status as subjects of Great Britain.",It showed that the Sons of Liberty identified with whom?,
"That evening, a group of 30 to 130 men, some dressed in the Mohawk warrior disguises, boarded the three vessels and, over the course of three hours, dumped all 342 chests of tea into the water.","That evening, a group of 30 to 130 men, some dressed in the Mohawk warrior disguises, boarded the three vessels and, over the course of three hours, did what?",
The precise location of the Griffin's Wharf site of the Tea Party has been subject to prolonged uncertainty; a comprehensive study places it near the foot of Hutchinson Street (today's Pearl Street).,The precise location of the Griffin's Wharf site of the Tea Party has been subject to prolonged uncertainty; a comprehensive study places it near where?,
"Whether or not Samuel Adams helped plan the Boston Tea Party is disputed, but he immediately worked to publicize and defend it.","Whether or not Samuel Adams helped plan the Boston Tea Party is disputed, but he immediately worked to do what?",
"He argued that the Tea Party was not the act of a lawless mob, but was instead a principled protest and the only remaining option the people had to defend their constitutional rights.","Who argued that the Tea Party was not the act of a lawless mob, but was instead a principled protest and the only remaining option the people had to defend their constitutional rights?",
"By ""constitution"" he referred to the idea that all governments have a constitution, written or not, and that the constitution of Great Britain could be interpreted as banning the levying of taxes without representation.","By ""constitution"" he referred to what idea?",
"For example, the Bill of Rights of 1689 established that long-term taxes could not be levied without Parliament, and other precedents said that Parliament must actually represent the people it ruled over, in order to ""count"".","For example, the Bill of Rights of 1689 established that long-term taxes could not be levied without Parliament, and other precedents said that Parliament must actually represent who?",
Governor Thomas Hutchinson had been urging London to take a hard line with the Sons of Liberty.,Governor Thomas Hutchinson had been urging London to take a hard line with whom?,
"If he had done what the other royal governors had done and let the ship owners and captains resolve the issue with the colonists, Dartmouth, Eleanor and Beaver would have left without unloading any tea.","If he had done what the other royal governors had done and let the ship owners and captains resolve the issue with the colonists, what would have happened?",
"In Britain, even those politicians considered friends of the colonies were appalled and this act united all parties there against the colonies.","In Britain, even those politicians considered friends of the colonies were appalled and this act did what?",
"The Prime Minister Lord North said, ""Whatever may be the consequence, we must risk something; if we do not, all is over"".",The Prime Minister Lord North said what?,
"The British government felt this action could not remain unpunished, and responded by closing the port of Boston and putting in place other laws known as the ""Coercive Acts.""","The British government felt this action could not remain unpunished, and responded by closing the port of Boston and putting in place other laws known as what?",
"Benjamin Franklin stated that the destroyed tea must be paid for, all ninety thousand pounds (which, at two shillings per pound, came to £9,000, or £1.05 million [2014, approx. $1.7 million US]).",Benjamin Franklin stated what?,
"Robert Murray, a New York merchant, went to Lord North with three other merchants and offered to pay for the losses, but the offer was turned down.",Who went to Lord North with three other merchants and offered to pay for the losses?,
The incident resulted in a similar effect in America when news of the Boston Tea Party reached London in January and Parliament responded with a series of acts known collectively in the colonies as the Intolerable Acts.,The incident resulted in a similar effect in America when news of the Boston Tea Party reached London in January and Parliament responded with a series of acts known collectively in the colonies as what?,
"These were intended to punish Boston for the destruction of private property, restore British authority in Massachusetts, and otherwise reform colonial government in America.",These were intended to do what?,
"Although the first two, the Boston Port Act and the Massachusetts Government Act, applied only to Massachusetts, colonists outside that colony feared that their governments could now also be changed by legislative fiat in England.","Although the first two, the Boston Port Act and the Massachusetts Government Act, applied only to Massachusetts, colonists outside that colony feared what?.",
"The Intolerable Acts were viewed as a violation of constitutional rights, natural rights, and colonial charters, and united many colonists throughout America, exemplified by the calling of the First Continental Congress in September 1774.","The Intolerable Acts were viewed as a violation of constitutional rights, natural rights, and colonial charters, and united many colonists throughout America, exemplified by the calling of what?",
"A number of colonists were inspired by the Boston Tea Party to carry out similar acts, such as the burning of Peggy Stewart.","A number of colonists were inspired by the Boston Tea Party to carry out similar acts, such as what event?",
The Boston Tea Party eventually proved to be one of the many reactions that led to the American Revolutionary War.,The Boston Tea Party eventually proved to be one of the many reactions that led to what?,
"There was a repeat performance on March 7, 1774, but it was much less destructive.",When did the repeat performance occur?,
"In February 1775, Britain passed the Conciliatory Resolution, which ended taxation for any colony that satisfactorily provided for the imperial defense and the upkeep of imperial officers.","In February 1775, Britain passed the Conciliatory Resolution, which had what effect?",
"The tax on tea was repealed with the Taxation of Colonies Act 1778, part of another Parliamentary attempt at conciliation that failed.",The tax on tea was repealed with what act?,
John Adams and many other Americans considered tea drinking to be unpatriotic following the Boston Tea Party.,John Adams and many other Americans considered what to be unpatriotic following the Boston Tea Party?,
